bundesland,stadt,bhnummer,station,betriebsstelle,kategorie,strasse,plz,port,traeger,abkuerzung,fern,nah,lon,lat
Sachsen-Anhalt,Magdeburg,4784,Oschersleben (Bode),LO,6,Am Bahnhof 3,39387,Oschersleben (Bode),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.32157,52.00686
Sachsen-Anhalt,Magdeburg,4803,Osterweddingen,LON,6,Bahnhofstr. 2a,39171,Sülzetal,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.57623,52.04901
Sachsen-Anhalt,Magdeburg,5068,Quedlinburg,LQB,5,Bahnhofsvorplatz 1,6484,Quedlinburg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.14145,51.79206
Sachsen-Anhalt,Magdeburg,5566,Schierstedt,LSIS,7,Kleine Siedlung,6449,Schierstedt,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,,
Sachsen-Anhalt,Magdeburg,5967,Stapelburg,LSBU,7,Am Bahnhof 1,38871,Stapelburg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,10.66261,51.90127
Sachsen-Anhalt,Magdeburg,5971,Staßfurt,LSF,5,Zollstr. 16,39418,Staßfurt,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.58824,51.85238
Sachsen-Anhalt,Magdeburg,6184,Thale Hbf,LTL,5,Bahnhofstr. 1,6502,Thale,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.03066,51.74555
Sachsen-Anhalt,Magdeburg,2459,Thale Musestieg,LTLM,7,Musestieg,6502,Thale,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.04527,51.74992
Sachsen-Anhalt,Magdeburg,6585,Wegeleben,LWEG,6,Bahnhofstr. 2,38828,Wegeleben,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.22052,51.93662
Sachsen-Anhalt,Magdeburg,6692,Wernigerode,LWD,5,Bahnhofsplatz 1,38855,Wernigerode,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,10.78906,51.84006
Sachsen-Anhalt,Magdeburg,6693,Wernigerode Elmowerk,LWDE,7,Am Bahnhof 1,38855,Wernigerode,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,10.84585,51.90224
Sachsen-Anhalt,Halle (Saale),156,Annaburg,LAB,6,Bahnhofstr. 2,6925,Annaburg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,13.03337,51.72865
Sachsen-Anhalt,Halle (Saale),517,Bergwitz,LBWZ,6,Bahnhofstr. 13,6901,Kemberg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.58704,51.79591
Sachsen-Anhalt,Halle (Saale),680,Bitterfeld,LBT,3,Bahnhofstr. 1,6749,Bitterfeld-Wolfen,Nahverkehrsservice Sachsen-Anhalt GmbH,0,ja,ja,12.31852,51.6228
Sachsen-Anhalt,Halle (Saale),844,Brehna,LBN,6,Bahnhofstr. 20b,6796,Brehna,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.22151,51.55424
Sachsen-Anhalt,Halle (Saale),966,Bülzig,LBZG,6,Lindenstr. 48,6895,Bülzig,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.75168,51.89615
Sachsen-Anhalt,Halle (Saale),989,Burgkemnitz,LBGK,6,Am Bahnhof 1,6804,Burgkemnitz,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.40823,51.68932
Sachsen-Anhalt,Halle (Saale),1566,Elster (Elbe),LELT,6,Zufuhrstr. 2,6918,Elster,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.82846,51.83173
Sachsen-Anhalt,Halle (Saale),2232,Gräfenhainichen,LG,6,Eisenbahnstr. 2,6773,Gräfenhainichen,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.45992,51.72486
Sachsen-Anhalt,Halle (Saale),2259,Greppin,LGPN,6,Bahnhofstr. 1,6803,Bitterfeld-Wolfen,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.29812,51.64593
Sachsen-Anhalt,Halle (Saale),2863,Hohenthurm,LHM,6,Bahnhofstraße 1,6188,Hohenthurm,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.09323,51.52199
Sachsen-Anhalt,Halle (Saale),2881,Holzdorf (Elster),LHZ,7,Bahnhofstr. 32,6917,Jessen (Elster),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,13.08578,51.85338
Sachsen-Anhalt,Halle (Saale),3051,Jeßnitz (Anh),LJZ,6,Bahnhofstr. 1,6800,Jeßnitz ,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.28208,51.68259
Sachsen-Anhalt,Halle (Saale),3050,Jessen (Elster),LJN,6,Bahnhofstr. 1,6917,Jessen ,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.95403,51.7912
Sachsen-Anhalt,Halle (Saale),3507,Landsberg (b Halle/Saale),LLBG,6,Bahnhofstr. 1,6188,Landsberg ,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.09323,51.52199
Sachsen-Anhalt,Halle (Saale),3508,Landsberg (b Halle/Saale) Süd,LLAS,6,Am Bahnhof 1,6188,Landsberg ,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.03182,51.50449
Sachsen-Anhalt,Halle (Saale),3724,Linda (Elster),LLI,7,Bahnhofstr. 39,6917,Jessen (Elster),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,13.08756,51.85224
Sachsen-Anhalt,Halle (Saale),3863,Lutherstadt Wittenberg,LW,3,Am Hauptbahnhof 1,6886,Lutherstadt Wittenberg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,ja,ja,12.6567,51.86429
Sachsen-Anhalt,Halle (Saale),3864,Lutherstadt Wittenberg Altstadt,LWET,6,Dessauerstr. 7,6886,Lutherstadt Wittenberg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.6272,51.86558
Sachsen-Anhalt,Halle (Saale),3865,Lutherstadt Wittenberg West,LWBW,6,Werner-Seelenbinder-Str. 1,6886,Lutherstadt Wittenberg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.60951,51.87026
Sachsen-Anhalt,Halle (Saale),6667,Lutherstadt Wittenberg-Labetz,LWND,6,Labetzer Weg 1,6886,Wittenberg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.68494,51.87076
Sachsen-Anhalt,Halle (Saale),3866,Lutherstadt Wittenberg-Piesteritz,LWP,6,Heuweg 1,6886,Lutherstadt Wittenberg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.57095,51.8719
Sachsen-Anhalt,Halle (Saale),3956,Marke,LMAR,6,Am Bahnhof 1,6779,Schierau,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.27006,51.71107
Sachsen-Anhalt,Halle (Saale),4198,Mühlanger,LMUA,6,Bahnhofstr. 1,6888,Mühlanger,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.74759,51.85534
Sachsen-Anhalt,Halle (Saale),4218,Muldenstein,LMD,6,Am Bahnhof 1,6779,Friedersdorf,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.10474,50.59927
Sachsen-Anhalt,Halle (Saale),4545,Niemberg,LNM,6,Bahnhofstr. 12,6188,Niemberg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.09697,51.52118
Sachsen-Anhalt,Halle (Saale),4887,Peißen,LPE,6,Lindenring 3,6188,Peißen,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.05805,51.50053
Sachsen-Anhalt,Halle (Saale),4908,Petersroda,LPRO,6,Str. der Freundschaft 10,6809,Petersroda,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.29172,51.57239
Sachsen-Anhalt,Halle (Saale),5018,Pratau,LPT,6,Bahnhofstr. 1,6888,Wittenberg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.64212,51.84312
Sachsen-Anhalt,Halle (Saale),5093,Radis,LRA,6,Bahnhofstr. 60,6773,Radis,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.5042,51.7545
Sachsen-Anhalt,Halle (Saale),5098,Raguhn,LRH,6,Am Bahnhof 1,6779,Raguhn,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.27006,51.71107
Sachsen-Anhalt,Halle (Saale),5238,Reußen,LRE,6,Bahnhofstr. 1,6188,Landsberg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.09323,51.52199
Sachsen-Anhalt,Halle (Saale),5327,Roitzsch (Kr Bitterfeld),LROI,6,Bahnhofstr. 3,6809,Roitzsch,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.26405,51.5712
Sachsen-Anhalt,Halle (Saale),6069,Stumsdorf,LSTF,6,Bahnhofstr. 1,6780,Zörbig,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.06644,51.61595
Sachsen-Anhalt,Halle (Saale),6629,Weißandt-Gölzau,LWG,6,Am Bahnhof 5,6369,Weißandt-Gölzau/ Ort Görz,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.02901,51.66966
Sachsen-Anhalt,Halle (Saale),6849,Wolfen (Kr Bitterfeld),LWO,4,Bahnhofstr. 1,6766,Wolfen ,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.27907,51.66091
Sachsen-Anhalt,Halle (Saale),6971,Zahna,LZA,6,Bahnhofstr. 26,6895,Zahna,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.78149,51.91997
Sachsen-Anhalt,Halle (Saale),7036,Zöberitz,LZBR,6,Gemeindestr.1,6188,Peißen,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.75739,51.74437
Sachsen-Anhalt,Halle (Saale),7046,Zörnigall,LZGL,7,Landesstraße 126,6888,Zörnigall,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.73753,51.87992
Sachsen,Chemnitz,124,Altmittweida,DAMD,6,Am Bahnhof 3,9648,Altmittweida,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.95999,50.96908
Sachsen,Chemnitz,583,Berthelsdorf (Erzgeb),DBF,7,Bahnhofstr. 38,9600,Weißenborn/Erzgebirge,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.36333,50.87571
Sachsen,Chemnitz,626,Bienenmühle,DBIE,6,Bahnhofstr. 1,9623,Bienenmühle,Zweckverband Verkehrsverbund Mittelsachsen,0,nein,ja,13.52806,50.74048
Sachsen,Chemnitz,837,Braunsdorf-Lichtenwalde,DBDL,7,Bahnhofstr. 1,9577,Niederwiesa,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.02252,50.86421
Sachsen,Chemnitz,995,Burgstädt,DBU,6,Bahnhofstr. 1,9217,Burgstädt,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.81163,50.91474
Sachsen,Chemnitz,1040,Chemnitz Hbf,DC,2,Bahnhofstr. 1,9111,Chemnitz ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.9299,50.8386
Sachsen,Chemnitz,1041,Chemnitz Kinderwaldstätte,DCKI,6,Rennsteig 11,9114,Chemnitz,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.95222,50.88357
Sachsen,Chemnitz,1042,Chemnitz Mitte,DCM,6,Reichstraße 1,9111,Chemnitz ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.91016,50.82691
Sachsen,Chemnitz,1044,Chemnitz Süd,DCS,5,Reichenhainer Str. 1,9111,Chemnitz ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.92613,50.82325
Sachsen,Chemnitz,1046,Chemnitz-Borna Hp,DCBH,6,Sandstr. 72,9113,Chemnitz ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.88623,50.85457
Sachsen,Chemnitz,1050,Chemnitz-Hilbersdorf Hp,DCHP,6,Ebersdorfer Str. 2,9131,Chemnitz ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.95386,50.86238
Sachsen,Chemnitz,1052,Chemnitz-Schönau,DCC,6,Zwickauer Str.1,9117,Chemnitz ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.91598,50.82913
Sachsen,Chemnitz,1053,Chemnitz-Siegmar,DCSI,6,Am Siegmaer Bahnhof 2,9117,Chemnitz ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.84265,50.81581
Sachsen,Chemnitz,1057,Clausnitz,DCL,7,Am Haltepunkt 1,9623,Rechenberg-Bienenmühle,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.52806,50.74048
Sachsen,Chemnitz,1080,Cranzahl,DCR,6,Bahnhofstr. 4,9465,Sehmatal,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.9921,50.51148
Sachsen,Chemnitz,1231,Dittersbach (b Frankenberg/Sachs),DDIF,7,Am Bahnhof 1,9669,Frankenberg (Sachsen),Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.04297,50.91131
Sachsen,Chemnitz,1465,Edle Krone,DKR,6, Bahnhof 1,1774,Edle Krone,Verkehrsbund Oberelbe GmbH,VVO,nein,ja,13.58419,50.9492
Sachsen,Chemnitz,1653,Erlau (Sachs),DER,6,Am Bahnhof 1,9306,Erlau ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.94296,51.00775
Sachsen,Chemnitz,1751,Falkenau (Sachs) Süd,DFUS,6,Bahnhofstr. 1,9569,Falkenau ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.10993,50.84954
Sachsen,Chemnitz,1816,Flöha,DFL,4,Bahnhofstr. 2a,9557,Flöha,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.07664,50.85576
Sachsen,Chemnitz,1842,Frankenberg (Sachs),DFK,6,Bahnhofstr. 1,9669,Frankenberg (Sachsen),Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.04297,50.91131
Sachsen,Chemnitz,1843,Frankenberg (Sachs) Süd,DFKS,7,Hermann Fischer Str.1,9669,Frankenberg ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.01654,50.90265
Sachsen,Chemnitz,1847,Frankenstein (Sachs),DFRS,6,Am Bahnhof 2,9600,Oberschöna,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.22654,50.90165
Sachsen,Chemnitz,1891,Freiberg (Sachs),DFR,4,Am Bahnhof 17,9599,Freiberg ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.34505,50.90885
Sachsen,Chemnitz,2383,Grüna (Sachs) ,DGN,6,Poststr. 3,9224,Chemnitz,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.79821,50.81164
Sachsen,Chemnitz,2480,Hainichen,DHA,6,Bahnhofsplatz 6,9661,Hainichen,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.11942,50.96822
Sachsen,Chemnitz,2862,Hohenstein-Ernstthal,DHO,5,Am Bahnhof 6,9337,Hohenstein-Ernstthal,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.70798,50.79887
Sachsen,Chemnitz,2883,Holzhau,DHU,7,Bahnhofstr. 5,9623,Rechenberg-Bienenmühle,Zweckverband Verkehrsverbund Mittelsachsen,0,nein,ja,13.53037,50.74137
Sachsen,Chemnitz,3257,Kleinschirma,DKMA,6,Bahnhofstr. 3,9600,Oberschöna,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.28118,50.90276
Sachsen,Chemnitz,3271,Klingenberg-Colmnitz,DKC,6,Bahnhofstr. 12,1737,Tharandt,Verkehrsbund Oberelbe GmbH,VVO,nein,ja,13.50564,50.92579
Sachsen,Chemnitz,3699,Lichtenberg (Erzgeb),DLIG,7,Bahnhofstr. 20,9638,Lichtenberg ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.40349,50.84009
Sachsen,Chemnitz,3704,Lichtenstein (Sachs),DLTS,7,Bahnhofstr. 1,9350,Lichtenstein ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.65648,50.74408
Sachsen,Chemnitz,4140,Mittweida,DMW,5,Am Bahnhof 4,9648,Mittweida,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.96059,50.98723
Sachsen,Chemnitz,4215,Mulda (Sachs),DMUL,6,Bahnhofstr. 5,9619,Mulda ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.41351,50.80869
Sachsen,Chemnitz,4217,Muldenhütten,DMH,6,Bahnhofstr. 21,9627,Hilbersdorf,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.38758,50.91109
Sachsen,Chemnitz,4301,Nassau (Erzgeb),DNA,7,Oelmühle 1,9623,Frauenstein Sachs,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,,
Sachsen,Chemnitz,4484,Niederbobritzsch,DNBO,6,Bahnhofstr. 11,9627,Bobritzsch,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.38927,50.90957
Sachsen,Chemnitz,4539,Niederwiesa,DNR,5,Am Bahnhof 4,9577,Niederwiesa,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.01107,50.87962
Sachsen,Chemnitz,4542,Niederwürschnitz,DNWZ,7,Stollberger Str. 34,9399,Niederwürschnitz,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.75365,50.71806
Sachsen,Chemnitz,4662,Oberlichtenau,DOBL,6,Bahnhofstr. 17,9244,Lichtenau,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.95945,50.9082
Sachsen,Chemnitz,4728,Oederan,DOR,5,Bahnhofstr. 26,9569,Oederan,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.17615,50.85757
Sachsen,Chemnitz,4732,Oelsnitz (Erzgeb),DOE,7,Bahnhofstraße 94,9376,Oelsnitz ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.69397,50.73401
Sachsen,Chemnitz,4821,Ottendorf (b Mittweida),DOF,6,Bahnhofstr. 1,9244,Lichtenau,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.95603,50.93281
Sachsen,Chemnitz,8292,Plauen (Vogtl) Mitte,DPM,7,Reichenbacher Straße,8527,Plauen ,Zweckverband ÖPNV Vogtland,,nein,nein,12.14603,50.4928
Sachsen,Chemnitz,5154,Rechenberg,DRBG,7,Alte Str.1,9623,Rechenberg,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,13.5366,50.7382
Sachsen,Chemnitz,5314,Rödlitz-Hohndorf,DRDF,7,Bahnhofstr. 21a,9350,Lichtenstein (Sachsen),Zweckverband Verkehrsverbund Mittelsachsen,0,nein,ja,12.65365,50.74251
Sachsen,Chemnitz,5741,Schweikershain,DSKH,6,Bahnhäuser 10,9306,Erlau,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.95058,51.03618
Sachsen,Chemnitz,5936,St Egidien,DEG,5,Bahnhofstr. 23,9356,St Egidien,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.62205,50.78543
Sachsen,Chemnitz,6038,Stollberg (Sachs),DSTO,6,Bahnhofstr. 3,9366,Stollberg ,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.77302,50.70772
Sachsen,Chemnitz,6829,Wittgensdorf Mitte,DWIM,6,Chemnitzer Str. 49,9228,Chemnitz,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.87135,50.87654
Sachsen,Chemnitz,6830,Wittgensdorf ob Bf,DWIO,6,Bahnhofstr. 4,9228,Chemnitz,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.841,50.88301
Sachsen,Chemnitz,6952,Wüstenbrand,DWD,6,Bahnhofstr. 18,9337,Hohenstein-Ernstthal,Zweckverband Verkehrsverbund Mittelsachsen,VMS,nein,ja,12.75611,50.80574
Sachsen-Anhalt,Magdeburg,171,Arensdorf (b Köthen),LAF,6,Bahnhofstr. 6,6367,Köthen (Anhalt),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.01111,51.7096
Sachsen-Anhalt,Magdeburg,236,Baalberge,LBB,6,Am Bahnhof 3,6408,Baalberge,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.7846,51.76332
Sachsen-Anhalt,Magdeburg,442,Bebitz,LBBZ,7,Am Bahnhof 1,6420,Könnern,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.77959,51.67403
Sachsen-Anhalt,Magdeburg,473,Belleben,LBLL,7,Am Bahnhof 1,6420,Könnern,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.77959,51.67403
Sachsen-Anhalt,Magdeburg,573,Bernburg,LBG,4,Bahnhofstr. 1,6404,Bernburg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.74897,51.79713
Sachsen-Anhalt,Magdeburg,574,Bernburg-Friedenshall,LBGF,6,Schachtstr. 2,6406,Bernburg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.76861,51.77979
Sachsen-Anhalt,Magdeburg,575,Bernburg-Strenzfeld,LBGS,6,Magdeburger Chaussee,6406,Bernburg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.72161,51.81465
Sachsen-Anhalt,Magdeburg,576,Bernburg-Waldau Hp,LBWD,7,Magdeburger Str. 1,6406,Bernburg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.72535,51.80422
Sachsen-Anhalt,Magdeburg,624,Biendorf,LBF,6,Bahnhofstr. 2,6408,Biendorf,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.85587,51.75667
Sachsen-Anhalt,Magdeburg,1020,Calbe (Saale) Ost,LCBO,4,Am Klärwerk,39240,Calbe (Saale),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.81154,51.92322
Sachsen-Anhalt,Magdeburg,8234,Calbe (Saale) Stadt,LCBS,7,,,,Nahverkehrsservice Sachsen-Anhalt GmbH,,nein,nein,,
Sachsen-Anhalt,Magdeburg,1021,Calbe (Saale) West,LCBW,7,Bahnhofstr. 1,39240,Calbe (Saale),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.77023,51.90488
Sachsen-Anhalt,Magdeburg,1075,Coswig (Anh),LCW,5,Bahnhofstr. 10,6869,Coswig (Anhalt),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.45761,51.88721
Sachsen-Anhalt,Magdeburg,1173,Dessau Hbf,LD,3,Fritz-Hesse-Str. 47,6844,Dessau-Roßlau,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.23533,51.83969
Sachsen-Anhalt,Magdeburg,1174,Dessau Süd,LDS,6,Peterholzstr. 16,6844,Dessau,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.23688,51.80241
Sachsen-Anhalt,Magdeburg,1176,Dessau-Alten,LDAL,6,Hünefeldstr. 5,6844,Dessau,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.19391,51.82528
Sachsen-Anhalt,Magdeburg,1177,Dessau-Mosigkau,LDMO,6,Erich-Weinert-Str.,6847,Dessau,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.14835,51.81281
Sachsen-Anhalt,Magdeburg,1262,Domnitz (SaalKr),LDN,7,Am Bahnhof 1,6420,Domnitz,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.83735,51.63633
Sachsen-Anhalt,Magdeburg,1564,Elsnigk (Anh),LEK,6,Am Bahnhof 1,6386,Elsnigk,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.05955,51.79062
Sachsen-Anhalt,Magdeburg,1917,Frenz,LFZ,6,Am Bahnhof 1,6369,Großpaschleben,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.85718,51.75639
Sachsen-Anhalt,Magdeburg,2152,Gnadau,LGND,6,Am Bahnhof 1,39249,Gnadau,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.78076,51.97906
Sachsen-Anhalt,Magdeburg,2186,Gommern,LGO,6,Bahnhofstr. 18,39245,Gommern,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.83793,52.07312
Sachsen-Anhalt,Magdeburg,2269,Griebo,LGB,6,Haltepunkt 1,6886,Wittenberg,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.63263,51.86718
Sachsen-Anhalt,Magdeburg,2428,Güsten,LGT,5,Bahnhofstr. 1,39439,Güsten,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.60754,51.79652
Sachsen-Anhalt,Magdeburg,2437,Güterglück,LGK,6,Bahnhofstr. 56a,39264,Güterglück,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.98651,51.99329
Sachsen-Anhalt,Magdeburg,2971,Ilberstedt,LIB,6,Am Bahnhof 1,6408,Ilberstedt,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.65058,51.80537
Sachsen-Anhalt,Magdeburg,3040,Jeber-Bergfrieden,LJEB,6,Am Bahnhof 2,6862,Jeber-Bergfrieden,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.35012,51.98464
Sachsen-Anhalt,Magdeburg,3266,Klieken,LKK,6,Bahnhofstr. 1,6869,Klieken,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,,
Sachsen-Anhalt,Magdeburg,3346,Königsborn,LKB,6,Am Bahnhof 6,39175,Königsborn,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.75634,52.1342
Sachsen-Anhalt,Magdeburg,3362,Könnern,LKO,5,Am Bahnhof 1,6420,Könnern,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.77959,51.67403
Sachsen-Anhalt,Magdeburg,3382,Köthen,LK,3,Bahnhofsplatz 8/9,6366,Köthen,Nahverkehrsservice Sachsen-Anhalt GmbH,0,ja,ja,11.98847,51.7524
Sachsen-Anhalt,Magdeburg,3818,Lübs (b Magdeburg),LLBS,6,Bahnhofstr. 1,39264,Lübs,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.93595,52.01979
Sachsen-Anhalt,Magdeburg,4034,Meinsdorf,LMEI,6,Meinsdorfer Straße,6862,Dessau-Roßlau,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,12.25833,51.89391
Sachsen-Anhalt,Magdeburg,4307,Nauendorf (Saalkr),LNAU,7,Bahnhofstr. 1,6193,Nauendorf,Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.89938,51.6368
Sachsen-Anhalt,Magdeburg,4547,Nienburg (Saale),LNB,7,Bahnhofstr. 1,6429,Nienburg (Saale),Nahverkehrsservice Sachsen-Anhalt GmbH,0,nein,ja,11.76183,51.83772
