date,value
2012-10-28,996076
2014-01-05,562734
2016-04-13,65722
2012-12-16,517658
2013-02-20,194676
2010-11-16,37741
2016-01-19,725961
2016-05-13,384197
2011-01-20,108472
2015-12-06,122016
2015-06-30,856387
2011-05-06,200517
2015-12-31,236268
2011-09-21,26642
2011-05-16,646407
2014-07-29,147934
2011-03-25,151802
2012-07-22,1461989
2013-05-25,1777694
2014-02-28,124319
2014-07-18,6657611
2011-09-10,1708248
2011-04-04,53090
2013-08-15,105867
2012-04-14,1400110
2013-02-20,51909
2015-05-13,200072
2014-02-28,486026
2017-04-15,54256
2015-09-07,4101384
2012-12-18,27239
2013-02-21,460133
2015-05-03,119579
2010-07-22,472118
2014-11-16,52195
2011-04-25,54944
2016-06-07,39011
2011-10-22,2126069
2010-11-17,88932
2015-07-24,57713
2013-03-03,60064
2015-08-07,41077
2014-06-27,1356913
2016-04-06,27605
2015-10-24,25418
2015-09-10,18523331
2012-07-06,208082
2014-05-14,157542
2016-05-21,69083
2017-01-30,190370
2016-04-20,60891
2016-09-29,74075
2015-03-03,1850071
2013-10-25,800056
2010-06-27,199730
2010-07-21,592730
2017-04-20,32322
2013-07-03,128402
2013-04-19,8928337
2013-09-06,200590
2014-11-16,38117
2015-06-05,3083558
2015-03-23,358908
2014-12-23,697955
2014-11-19,185694
2011-02-01,315574
2010-01-22,289770
2014-09-03,542746
2011-08-16,120094
2014-04-01,37518
2015-05-14,68981
2015-08-24,88065
2011-01-05,50903
2012-06-30,28089
2015-12-14,37945
2016-08-08,56627
2013-10-30,2142847
2013-08-14,11226735
2014-08-22,102370
2015-06-05,870319
2011-01-11,263860
2016-06-05,591401
2011-05-19,31047
2013-02-24,224253
2015-03-16,160529
2012-09-26,248192
2017-02-08,324096
2013-12-13,282343
2015-07-19,483564
2012-12-02,95742
2015-06-17,267954
2015-08-16,53935
2016-01-29,2233408
2011-07-16,33184
2014-10-29,125363
2014-10-30,167351
2014-07-11,379205
2013-05-13,33432
2016-07-01,2305494
2013-07-17,365239
2017-01-29,1103290
2012-11-18,1026705
2013-05-10,70182
2016-09-24,27454
2016-04-02,58951
2014-01-01,221569
2015-11-08,117927
2012-03-07,478207
2013-10-05,175419
2014-09-21,59025
2011-08-01,328240
2011-11-04,57781
2012-11-24,146824
2011-09-09,57097
2012-10-22,89153
2010-12-12,1398071
2015-05-29,30831
2012-07-20,8719995
2014-04-10,524703
2011-12-18,839891
2016-04-17,1987551
2010-06-08,403154
2016-04-15,102639
2015-03-20,132718
2010-04-19,78047
2014-10-27,300214
2010-12-09,379009
2012-01-26,112014
2010-11-19,59079
2012-03-05,168274
2014-03-04,77544
2014-04-11,93578
2014-09-26,557380
2015-07-30,31022
2012-09-24,193501
2015-09-09,44001
2015-06-19,524196
2012-11-25,54571
2016-01-21,721408
2013-04-15,3752059
2013-11-27,244012
2014-03-18,280005
2016-11-17,4179315
2016-11-10,132671
2015-01-16,261540
2010-11-25,38697037
2012-02-01,143130
2011-07-12,1939458
2011-07-22,50974
2011-10-28,2351020
2012-03-01,1168815
2015-03-02,359391
2012-06-17,1657153
2011-02-04,287564
2014-02-13,6737890
2016-04-26,170234
2013-02-12,448296
2015-05-15,141938
2012-02-12,1264830
2015-04-12,25105
2014-01-05,182814
2014-10-03,81621
2014-01-27,181908
2010-04-05,100771
2014-07-22,34827
2010-07-09,33947
2012-02-05,30449
2015-08-11,1687265
2016-08-21,130254
2011-09-13,8957267
2011-05-16,106275
2011-11-22,296037
2015-03-26,31472
2014-03-21,35123
2016-08-31,1255091
2016-08-28,32957
2011-07-07,171898
2016-06-12,1521792
2016-02-19,38431
2013-01-18,914117
2014-08-03,2128376
2015-04-18,27794
2010-02-17,91271
2016-12-09,632249
2013-02-07,180921
2012-01-08,36004
2017-04-12,1226094
2012-04-18,26834
2013-04-22,220742
2014-04-17,95176
2013-02-08,1016880
2016-05-08,60993
2010-05-07,712536
2015-09-04,72560
2012-07-19,71958
2014-12-01,656942
2015-08-03,103000
2011-08-26,558844
2010-07-15,436733
2014-01-06,152036
2014-01-26,345219
2012-02-07,950474
2015-12-11,172414
2015-12-11,115217
2016-04-28,733257
2016-08-07,54019
2010-10-31,228118
2013-05-17,79454
2012-01-26,422000
2013-02-21,317929
2013-01-15,51276
2013-12-02,133890
2013-05-06,364421
2012-11-22,52672
2012-12-17,112659
2010-10-26,79377
2012-02-06,2365779
2012-08-22,9303304
2010-05-16,421659
2015-12-03,3329504
2012-09-07,812740
2010-05-09,44960
2016-02-02,87817
2011-05-03,446187
2015-03-18,33184
2014-06-23,174537
2011-04-11,382426
2017-03-05,92097
2010-09-21,345976
2013-09-17,574572
2010-07-12,384057
2010-05-04,103898
2012-08-09,425094
2013-02-25,614137
2015-09-03,78497584
2012-08-10,1433547
2017-05-12,1097157
2016-06-28,955403
2015-03-11,81452
2013-01-24,235396
2014-03-23,1698841
2012-01-13,63427
2014-09-28,471309
2016-07-08,665560
2015-09-19,57771
2017-04-18,353615
2010-06-19,1848495
2013-12-02,1087915
2016-08-13,84009
2013-01-30,847777
2011-10-26,839828
2010-05-15,36702
2013-12-31,71770
2013-12-23,527147
2017-04-22,3251036
2016-05-28,808216
2010-07-04,556282
2013-09-26,597017
2013-09-04,81315
2015-11-06,2367322
2011-10-14,29019
2016-05-04,2374480
2015-09-02,490820
2014-01-07,112356
2012-04-20,1885440
2014-10-20,381832
2016-01-10,5982473
2012-12-13,808876
2014-07-30,35112
2015-04-05,7185298
2017-01-29,58288
2015-10-30,280173
2014-03-16,28656
2014-02-20,477728
2016-09-09,1977010
2016-10-21,1257784
2014-06-13,6123662
2013-09-14,182038
2011-01-16,191273
2010-12-17,967447
2015-11-05,31781
2013-12-27,275627
2011-09-27,175798
2016-03-20,320892
2011-09-30,172879
2012-12-25,76678
2013-02-03,190437
2016-04-17,26170
2013-10-24,259389
2014-05-14,43350
2014-11-07,7408581
2012-06-07,345411
2011-05-16,95889
2011-11-18,166345
2014-01-31,754842
2015-09-18,80032
2016-12-02,2427354
2010-05-21,881415
2011-06-01,49691
2010-06-14,182729
2012-05-24,2854290
2015-07-03,27899078
2010-07-13,104085
2010-07-08,87268
2014-01-23,15653005
2012-12-16,61071
2010-02-19,736237
2012-03-23,143137
2012-01-15,1367529
2013-08-07,715960
2010-07-12,65706
2014-06-28,139395
2011-01-16,254397
2016-02-05,2261792
2016-06-03,1440926
2010-06-30,35477
2014-06-17,822074
2013-01-31,195097
2012-08-12,122081
2013-03-18,126178
2016-01-22,278041
2011-03-18,2089687
2015-05-15,786847
2017-04-20,2319635
2011-10-27,742828
2014-11-13,5807240
2015-03-31,58226
2012-10-28,1245224
2014-05-29,641966
2015-06-07,26141
2013-06-24,1706731
2014-09-14,58981
2016-12-17,79183
2013-12-27,734587
2010-05-04,817215
2013-02-10,44606
2012-01-09,10121712
2010-09-29,812290
2015-02-27,54660
2013-04-03,3039740
2010-02-19,62119
2017-01-08,964193
2014-11-09,99708
2012-07-26,108900
2015-04-24,142731
2012-07-01,99420
2012-11-26,48686
2015-02-15,165057
2015-05-28,25528
2013-10-10,2424550
2012-03-23,100668
2010-01-07,35425
2011-08-22,36432
2014-01-03,598713
2015-07-24,40075
2015-11-13,169166
2010-04-04,520712
2011-08-07,150223
2015-12-06,82083
2016-01-26,737440
2011-02-14,328026
2017-02-05,1248080
2010-04-14,301544
2014-09-25,210212
2011-12-08,24429770
2012-08-22,3758132
2012-01-28,117270
2011-09-22,7223131
2015-01-02,452226
2015-07-13,1420172
2014-11-21,137269
2015-11-12,359092
2015-01-16,360473
2013-07-07,538426
2011-09-10,297178
2017-01-27,2461901
2016-04-15,2164576
2010-09-09,68598
2012-09-08,37185
2014-10-31,110866
2016-11-30,194842
2014-05-09,975343
2013-03-15,5566255
2013-10-11,497567
2015-01-21,121068
2016-05-11,22483594
2013-05-14,102774
2013-07-28,615313
2012-05-17,226622
2013-02-20,33662
2016-03-07,1405913
2014-01-28,106267
2011-09-20,203287
2011-07-14,209217
2015-06-15,1408015
2013-09-12,74211
2013-05-10,51644
2015-06-04,5975981
2015-03-06,117184
2012-08-12,1550326
2017-02-23,104868
2010-06-07,447951
2011-01-03,9596406
2013-02-18,3322213
2016-09-12,156666
2013-09-01,192029
2012-06-17,1223620
2012-12-02,197089
2016-02-27,236164
2014-02-13,3121372
2014-09-11,367682
2013-07-09,324296
2011-10-17,158975
2013-06-23,6546170
2014-10-17,96491
2014-04-04,155432
2012-11-16,737468
2016-04-14,291520
2010-07-15,502973
2014-02-22,299472
2013-03-22,106782
2015-06-05,484870
2014-03-04,306880
2016-06-26,102506
2012-11-24,59551
2015-10-26,38525
2011-10-03,36851
2011-07-07,82066
2015-03-01,373780
2013-06-28,495151
2011-09-28,30784
2015-06-16,183220
2015-02-23,1310694
2017-05-01,37329
2014-10-29,38513
2015-12-24,2342741
2013-02-21,234840
2013-08-19,3147944
2016-03-18,1206098
2016-02-03,73659
2010-11-20,364723
2011-03-05,51927
2016-03-13,38143
2016-07-22,152856
2017-01-10,74841
2016-01-31,70745
2011-07-14,5832003
2010-07-22,501017
2013-09-19,1477176
2012-10-20,36433
2011-01-12,36548
2014-02-13,725888
2014-11-18,156379
2014-09-17,131862
2016-04-29,2870275
2012-01-28,145692
2015-08-01,580739
2012-06-22,170396
2014-07-15,1652839
2012-05-20,54578
2013-12-02,107668
2016-03-24,336948
2014-12-22,1421771
2014-05-04,328496
2012-10-02,280842
2012-03-01,27150605
2014-01-19,139013
2012-08-19,109036
2010-06-28,146258
2013-10-05,79088
2010-03-08,47786
2013-09-05,46970
2013-03-18,1518888
2015-09-24,116165
2011-06-03,28078
2013-02-20,755276
2014-03-31,1083860
2015-06-12,45267998
2013-09-06,429313
2013-08-13,100286
2017-01-14,5900150
2016-05-02,544434
2010-11-10,30336
2017-03-22,285394
2015-06-14,1528757
2014-02-13,10235408
2013-06-13,158395
2012-05-17,2904814
2012-03-07,119901
2017-04-16,138194
2014-06-15,79400
2016-08-16,1120758
2012-12-25,258933
2011-02-17,191376
2012-01-10,590548
2016-03-22,10835988
2016-04-22,177098
2010-06-22,39230
2015-09-01,302973
2013-04-22,49179
2011-03-07,41846
2016-11-15,6754948
2015-10-06,753807
2012-05-20,160315
2010-08-24,249931
2013-11-04,261620
2015-10-28,338500
2014-05-17,146872
2016-11-17,251401
2011-12-29,267257
2010-06-10,72098
2012-03-25,650050
2013-08-29,3268937
2016-09-29,10208757
2015-10-08,712107
2016-09-02,1055637
2010-12-24,967486
2013-06-16,7792839
2013-09-29,652047
2016-09-04,317419
2014-03-29,117943
2014-12-13,1496415
2016-05-25,57455
2015-09-12,56380
2015-05-01,329980
2014-07-22,268176
2012-04-01,2328562
2015-11-16,4852093
2016-04-08,3538218
2013-04-30,714617
2014-05-30,505848
2015-10-11,116729
2014-04-25,289758
2010-02-21,55549
2012-04-09,68004
2012-07-27,51855
2010-09-05,27815
2013-02-04,42365
2014-09-27,3619416
2016-03-25,773458
2013-12-08,891316
2014-01-05,507832
2012-06-15,1920156
2014-12-01,77521
2010-07-08,223821
2010-07-08,160377
2012-10-17,270365
2010-05-09,43968
2011-02-01,69909
2017-02-12,28612
2013-07-17,92524
2015-06-05,292906
2014-09-05,68213
2010-03-30,357903
2015-01-22,786952
2011-03-27,3089362
2016-01-17,549265
2012-06-01,70156
2010-08-07,897416
2012-01-01,25334
2013-07-08,8268091
2012-03-20,252981
2012-10-11,307686
2016-08-19,173918
2013-08-23,569606
2011-01-29,30685
2015-05-01,132961
2012-04-06,27454
2011-05-26,4835835
2012-02-24,1143736
2015-02-01,267423
2013-06-19,43827
2016-03-04,913657
2015-05-12,595547
2014-08-15,142202
2011-05-31,300656
2012-07-25,250446
2014-08-14,97243
2016-08-18,1754315
2015-04-22,108327
2012-02-06,51159
2011-01-16,213135
2015-02-10,38437
2013-02-24,222353
2015-04-14,38142
2015-08-04,387470
2011-08-13,43805
2016-10-18,227180
2017-03-17,282174
2014-11-16,34687
2013-06-20,288840
2010-04-20,50779
2010-07-18,39716
2015-01-15,1727419
2016-04-15,393409
2016-02-19,234923
2011-04-05,72622
2015-06-20,121451
2010-04-20,123232
2012-03-06,206906
2014-07-29,44287
2013-04-10,705393
2014-03-12,5439783
2014-03-20,109818
2011-01-09,40736
2015-04-13,35617
2015-01-14,77895
2017-04-12,33593
2011-08-26,33998
2015-09-01,13146197
2014-11-08,207097
2015-11-02,72555
2015-09-24,293117
2015-04-03,52313
2013-12-22,38344
2015-01-16,5391569
2012-01-08,242730
2013-04-22,43699
2011-10-02,6326809
2014-04-23,294119
2012-05-30,274087
2015-03-25,77478
2016-07-29,55923
2011-09-28,74339
2012-11-23,45381
2015-11-18,125098
2010-11-30,5432453
2012-01-18,1652099
2010-12-11,40638
2012-10-22,802737
2014-11-07,69678
2014-07-21,98011
2013-03-22,394462
2014-06-20,44257
2012-01-20,2619770
2010-07-27,867519
2016-11-27,4858990
2014-02-16,190942
2016-12-30,79100
2010-09-07,4035101
2012-12-02,89309
2015-07-18,141620
2016-04-28,1180731
2014-10-19,26329
2015-01-10,170018
2013-01-19,89711
2016-05-12,65898
2014-09-02,116060
2015-08-03,28408
2013-12-01,275155
2012-03-23,1204698
2016-05-18,86051
2016-12-23,3044820
2016-08-10,1575147
2012-09-11,2168985
2010-10-30,1080566
2015-11-02,36508
2016-10-26,405469
2014-09-16,25703
2016-03-12,71449
2017-04-17,1905027
2011-06-08,52365
2016-11-17,352797
2014-08-14,573138
2015-03-27,67297
2012-09-11,819170
2014-02-13,414119
2014-03-14,1030457
2014-09-14,412285
2013-06-14,219518
2016-02-03,33292
2010-01-01,716052
2015-01-25,3548747
2011-10-23,9251579
2017-02-05,318613
2011-08-24,112234
2015-02-05,187567
2015-02-01,25005
2014-09-22,1820833
2010-06-25,511374
2015-05-18,97740
2014-08-08,46082
2016-09-15,650308
2016-07-31,4575558
2012-02-01,31033
2015-08-21,148206
2014-03-05,134458
2012-01-29,659486
2010-11-27,140414
2016-04-29,682011
2015-09-14,164102
2016-06-15,90925
2013-08-08,1183533
2015-11-25,69475
2012-11-25,62146
2016-01-07,1107539
2015-09-05,170006
2014-08-24,308115
2016-09-08,1720107
2014-06-20,31274
2014-04-08,401758
2012-09-23,3972305
2017-02-03,113229
2012-11-18,119005
2012-03-01,150200
2014-12-24,32783
2015-06-03,208295
2012-12-28,4788806
2012-04-17,1063694
2014-09-15,84769
2014-07-25,169123
2011-10-03,252292
2013-01-07,2049457
2015-06-25,258336
2012-03-02,100810
2013-12-02,41064
2011-02-23,133866
2011-01-16,176232
2015-05-29,54696
2011-07-28,94256
2012-02-28,164638
2014-05-30,498952
2016-11-04,476691
2012-08-13,505754
2014-07-31,2908395
2014-10-03,438454
2016-03-17,69699
2013-07-01,94341
2016-09-01,59112
2013-05-19,338265
2014-02-17,453177
2015-08-26,240060
2016-08-08,59232
2011-08-24,31273
2011-03-15,293759
2013-04-26,1490934
2014-05-31,2222929
2012-08-08,1202081
2014-07-04,7819097
2014-11-03,119267
2012-08-20,2239709
2011-11-28,6059551
2016-05-04,606173
2011-05-20,7108633
2011-02-22,663653
2011-02-03,60287
2015-10-26,62364
2011-05-06,54113
2016-11-06,169952
2013-05-13,133203
2013-10-26,2792031
2013-11-14,13567858
2012-09-18,60984
2015-06-09,1852785
2014-09-13,1003321
2014-11-23,561298
2014-10-14,318202
2013-04-26,195286
2015-12-07,250341
2015-02-19,333287
2014-07-10,156831
2013-02-21,211964
2016-06-03,31657
2015-03-29,3253578
2014-01-13,12373997
2011-12-13,1483490
2010-12-15,114612
2014-11-29,143448
2016-02-23,380214
2014-02-21,139433
2011-12-14,228369
2013-03-31,130413
2015-01-26,44846
2013-06-27,608577
2011-11-03,90281
2017-01-30,44406
2013-12-03,50290
2014-10-08,27419213
2011-01-16,247892
2015-03-09,205207
2011-05-23,90625
2010-12-11,32514
2015-05-21,2298173
2017-03-30,73039
2016-07-15,900462
2012-10-08,565275
2016-12-23,108023
2016-04-21,101785
2016-04-28,2782016
2012-09-10,25304
2011-12-20,656215
2017-01-15,4148875
2012-07-27,89318
2013-07-15,254798
2012-07-12,50750
2015-10-21,14276106
2012-02-17,135260
2010-11-08,412121
2014-01-24,101463
2010-07-26,345547
2013-04-11,170467
2016-09-16,760861
2013-06-26,29026
2015-01-21,5697051
2014-10-21,392965
2015-12-15,27199
2014-12-17,98287
2012-09-09,27824
2015-10-26,25284
2014-11-07,6581777
2012-05-10,298461
2013-08-19,648306
2014-10-17,154344
2012-08-22,1266106
2012-05-21,76170
2013-10-15,191492
2015-01-16,213099
2014-01-22,65564
2012-09-20,77524
2014-02-17,272641
2014-02-13,278627
2012-08-20,5096116
2013-12-22,50556
2011-07-31,108322
2011-11-22,1038563
2016-04-25,890228
2013-09-26,196517
2013-05-25,535410
2015-06-04,39824
2014-04-09,328374
2017-01-20,2968828
2012-11-15,40080
2016-05-22,42376
2016-03-03,19314616
2012-01-29,191939
2013-12-01,49636
2014-09-26,349739
2013-02-20,378780
2012-03-23,305012
2011-12-19,4470791
2012-08-27,47921
2013-01-30,64248
2014-11-26,600755
2016-02-02,55339
2010-03-06,36537
2016-01-07,1047246
2012-12-02,242034
2016-08-24,31208
2013-07-09,2521647
2015-11-19,1850739
2012-09-30,306182
2012-09-17,495594
2014-10-03,176152
2012-12-26,380434
2012-03-04,45726
2013-06-02,345104
2014-11-27,1312120
2010-03-14,107267
2011-01-16,561878
2014-02-16,289096
2016-04-01,1441211
2015-07-27,177591
2012-11-08,54456
2016-03-11,1490123
2012-06-18,726881
2013-07-12,28365
2016-03-14,126937
2013-06-29,45726
2015-04-13,251901
2012-07-02,553877
2015-06-29,5133346
2014-11-20,490853
2016-01-27,1104934
2014-08-08,36926
2013-01-13,80319
2012-08-22,1245100
2011-09-22,5256835
2015-11-13,561652
2013-09-06,139423
2015-07-31,100431
2010-02-19,155257
2013-01-10,4224377
2010-01-12,2427110
2017-01-23,72836
2010-04-29,349367
2016-02-05,2414901
2011-09-28,248764
2011-11-02,83941
2016-02-11,13499347
2014-03-13,107924
2010-03-14,1019588
2010-06-07,31443
2016-09-30,128052
2014-07-17,2252076
2015-05-22,138722
2013-01-04,242268
2010-12-03,210587
2016-05-26,27035041
2012-05-11,136738
2011-04-02,1063297
2016-04-01,516873
2012-11-23,764183
2011-07-08,54480
2012-11-30,62643
2011-12-22,144915
2013-12-21,140091
2013-04-08,48349
2015-07-07,561541
2011-01-16,187481
2014-12-02,103727
2010-11-27,66755
2011-06-18,78258
2014-09-12,5132412
2011-01-16,229077
2014-07-06,1818692
2012-12-30,83289
2012-11-23,802623
2015-06-05,29371
2017-02-01,27070
2012-10-07,63307
2012-06-07,86604
2016-01-15,119449
2012-04-06,126887
2016-01-25,823473
2010-12-15,215576
2012-07-02,233579
2013-04-07,155244
2016-10-02,1401481
2017-03-12,119394
2015-08-07,331891
2014-10-24,114831
2017-01-15,342829
2013-10-24,53265
2013-11-20,32068
2012-01-14,117450
2016-06-03,25912
2016-12-16,1111611
2016-01-08,9790127
2013-09-12,4201021
2016-10-08,963086
2015-08-16,696574
2012-07-24,599862
2014-03-19,33148
2012-05-06,86639
2012-02-05,46052
2016-06-03,5982480
2017-03-23,1160103
2014-11-06,51672
2016-11-27,1857093
2012-12-23,31772
2012-11-25,370154
2012-11-15,52864
2013-07-19,50630
2012-04-19,256411
2015-05-15,42716
2011-10-14,39119
2013-09-27,2583802
2011-03-07,1519542
2016-08-06,145508
2011-01-31,133896
2012-08-25,1593042
2012-06-12,140314
2014-03-29,62609
2014-03-16,1205461
2011-12-29,427064
2013-11-06,82255
2013-06-07,152843
2010-05-03,776193
2016-09-05,85730
2013-06-17,237009
2010-12-11,28463
2013-05-12,964678
2013-11-20,5577836
2015-04-17,158766
2011-10-24,1248499
2011-07-07,522459
2015-03-08,869826
2013-12-22,4422950
2014-11-20,1383475
2017-03-03,932584
2013-07-03,471286
2015-12-26,540393
2017-02-27,174231
2016-05-05,659630
2011-08-08,26238
2011-10-17,33163
2015-05-25,59946
2015-04-08,825708
2015-12-03,694721
2012-06-05,1631499
2012-11-25,54278
2012-06-17,9309164
2015-11-01,42949
2013-06-05,1164646
2012-09-18,318374
2010-02-19,128279
2016-08-25,1589425
2015-08-26,61976
2015-11-13,55469
2011-10-13,1524313
2014-08-22,1149982
2015-05-24,776739
2010-06-24,131957
2011-07-12,1021419
2016-11-24,20078541
2014-02-07,216846
2011-08-28,183724
2012-05-09,208548
2016-03-06,1217915
2010-09-28,300733
2015-08-23,221668
2012-04-27,1232189
2017-04-21,2685743
2012-09-19,337859
2014-01-21,117896
2017-02-06,766820
2015-11-16,43904
2017-03-31,286171
2012-08-01,701645
2014-07-20,61056
2015-12-22,210959
2013-07-30,62138
2010-08-09,83395
2012-10-01,40294
2012-11-06,1274262
2016-01-13,861064
2017-02-05,618654
2014-10-07,31447
2015-09-10,29281
2012-08-02,1635228
2013-09-12,34718
2010-04-30,1155610
2015-11-25,5281986
2015-02-25,8491871
2012-06-01,53940
2011-08-13,68164
2016-03-25,3904963
2011-11-10,106155
2017-04-21,45278
2010-08-11,217418
2015-11-26,224942
2014-11-22,28889
2013-12-08,4087011
2013-12-13,500360
2016-11-23,27607
2013-09-12,25068
2015-01-08,77335
2016-04-21,416890
2017-01-05,851033
2010-07-15,577458
2015-10-04,2082817
2016-05-13,108540
2012-12-14,971525
2014-06-25,202435
2013-06-14,2387158
2010-04-28,22122519
2014-12-20,3740574
2014-11-14,46673
2016-12-02,2783734
2014-05-23,85644
2011-09-28,60400
2015-10-09,118427
2010-07-09,28227
2015-04-07,25415
2012-10-30,45261
2016-09-26,122051
2011-01-16,124250
2011-08-29,3125138
2013-12-05,53037559
2010-06-20,3019978
2010-09-21,90073
2015-06-21,938982
2011-01-16,93990
2010-10-09,230383
2012-08-07,365471
2015-06-08,26335
2015-09-10,130811
2014-01-23,430953
2013-02-11,547605
2016-10-04,1009014
2015-01-15,121447
2010-12-30,280434
2014-01-24,126941
2014-02-05,328674
2013-09-24,26920
2015-09-10,201110
2015-02-27,86695
2013-03-28,29182885
2014-11-28,304021
2011-07-28,91887
2015-06-11,102963
2014-01-07,84842
2011-06-19,427605
2011-01-16,109437
2012-10-22,164668
2013-06-04,70097
2013-03-17,389603
2017-03-19,571095
2012-01-10,75293
2011-10-24,203586
2010-11-25,34955
2015-09-30,27820
2015-03-26,1685377
2016-12-18,6376220
2014-03-03,210473
2012-11-30,60933
2015-11-07,29779
2012-11-30,46096
2014-07-03,2858472
2013-12-01,25246
2011-07-22,214553
2012-10-15,341503
2010-12-03,72890
2010-03-04,456319
2013-06-28,1184023
2011-12-12,179392
2011-12-09,32900
2015-08-30,72519
2015-06-05,1396774
2011-08-19,52643
2016-04-24,61538
2015-07-27,46246
2013-10-20,253447
2016-08-20,25159
2013-03-08,123959
2014-07-19,656941
2015-12-30,115322
2012-11-04,354996
2011-02-26,28440
2011-04-01,776873
2015-02-01,73626
2016-03-11,848366
2013-03-16,226209
2015-03-30,1018715
2016-08-03,60993
2015-06-04,35472
2014-03-14,77332
2015-12-13,157493
2014-03-12,165602
2012-08-22,1769243
2016-08-23,642221
2016-05-28,932510
2010-07-08,121047
2017-01-22,657300
2015-04-03,39192
2016-08-28,175914
2010-09-20,481496
2013-03-18,264516
2016-03-09,33966
2010-12-10,86777
2016-08-04,787802
2014-07-30,133304
2011-04-01,40037
2015-04-24,45011
2015-09-18,1084111
2015-05-15,803804
2015-04-26,97640
2016-05-02,3631919
2015-08-27,30859
2013-06-06,69531
2012-05-03,269324
2015-10-25,165678
2015-05-27,8124793
2016-04-13,447665
2011-12-30,395057
2011-07-22,635056
2013-04-29,257111
2012-02-10,230159
2017-01-13,122660
2016-02-25,723118
2014-11-13,31812
2014-04-16,684842
2016-04-29,1722201
2014-02-09,5674822
2013-12-01,291069
2015-04-03,2689784
2012-10-26,55404
2016-10-23,50185
2012-06-06,119419
2013-09-11,402063
2013-05-17,846916
2012-01-22,3137222
2013-11-14,160324
2015-03-04,94250
2014-11-15,62484
2012-11-15,202985
2011-08-16,344446
2012-12-17,1101308
2013-05-11,63524
2016-03-03,72559
2016-10-14,1732749
2010-07-09,47806
2010-11-23,49747
2011-12-24,120062
2012-02-05,92054
2010-05-03,84021
2013-02-04,182158
2013-03-19,87630
2016-12-14,2019025
2013-02-06,157017
2015-05-06,6953193
2013-06-25,55416
2014-11-20,61149
2013-03-20,285971
2016-10-14,3389288
2015-09-01,63548
2016-08-18,2488346
2014-08-18,139965
2016-09-23,29360
2016-02-16,1717304
2014-06-25,180764
2014-01-09,1165509
2011-07-21,136455
2013-06-18,49391
2014-10-31,256548
2015-12-16,1289819
2016-11-25,8198909
2013-08-26,372239
2011-08-15,54629
2014-08-01,2735278
2016-03-05,44151
2017-02-08,298230
2013-10-10,588355
2012-07-25,65022
2013-08-07,752696
2010-07-08,92934
2011-12-27,96334
2010-01-01,68380
2011-11-13,96205
2015-06-12,529273
2013-11-04,3236633
2013-03-10,362143
2012-03-07,50226
2015-03-06,494987
2014-02-23,97691
2011-09-28,116663
2013-08-10,2699735
2013-03-15,251007
2015-02-04,934349
2014-11-21,111362
2012-12-02,547253
2013-01-18,228703
2011-01-31,77035
2011-11-04,392956
2014-09-18,7417628
2010-06-03,450200
2011-03-11,46411
2015-07-10,34609
2010-09-21,8836478
2013-07-23,37575
2011-12-28,4674116
2014-06-23,890851
2013-06-09,619476
2015-09-25,41067
2012-07-15,407784
2014-03-10,28504
2014-01-13,310244
2014-02-11,2804746
2014-05-12,51573
2014-08-07,3640318
2011-07-22,878019
2014-02-13,5381571
2015-05-22,575337
2011-12-31,90469
2014-01-10,2760488
2014-08-06,175643
2016-02-23,2347427
2015-08-18,2502856
2016-06-03,78148
2010-07-08,227708
2015-02-27,90164
2013-05-15,287970
2014-02-13,2446451
2016-04-25,64580
2014-12-30,57901
2013-07-19,1941176
2014-07-07,55899
2016-12-30,4697392
2015-03-05,384123
2012-05-04,1785426
2013-02-18,92982
2016-01-18,435459
2016-12-08,7569445
2013-03-12,563430
2010-12-01,26929
2016-02-10,4466984
2012-03-16,93373
2012-11-24,76496
2011-11-29,4503622
2015-01-12,29421
2012-08-22,8555518
2014-06-27,49164
2011-08-01,119851
2016-04-05,100827
2011-06-01,313353
2015-05-23,403250
2015-02-08,169573
2015-10-07,463778
2010-04-10,162993
2012-01-11,77891
2013-10-01,840881
2014-11-12,1783177
2014-03-02,925976
2013-08-09,653470
2014-09-04,451795
2012-08-06,89010
2011-07-29,1090815
2012-09-24,37643
2016-09-19,385234
2014-10-21,335885
2015-12-10,30355
2010-10-08,1290047
2014-08-25,157971
2015-02-24,28102
2010-07-30,374544
2010-09-14,1446486
2015-08-14,663946
2010-07-20,157387
2016-12-23,210799
2014-06-19,69286
2010-08-05,1132667
2013-01-09,4328958
2010-03-31,352124
2013-09-12,34398
2012-02-20,33754
2013-03-11,573914
2012-10-24,1083514
2012-12-02,260747
2016-10-26,92097
2015-04-27,26234
2012-11-15,41948
2015-11-19,1924967
2012-06-10,115332
2016-06-16,116509
2015-02-18,47379
2013-02-21,144046
2015-06-10,25432
2011-02-07,383312
2013-03-30,1746635
2012-11-25,45824
2015-12-14,206717
2013-10-18,22869647
2014-11-04,1275863
2015-09-15,46013
2012-08-24,280054
2012-03-26,557990
2013-02-15,28563
2013-12-04,4097116
2014-12-17,110323
2010-12-21,2010686
2016-02-08,84301
2010-09-25,28930
2016-04-02,1658294
2015-07-21,45913
2013-05-16,573334
2010-10-31,695814
2014-12-23,41946
2012-01-15,13388380
2013-08-10,62000
2015-01-08,213820
2013-02-24,118222
2014-01-19,1654563
2015-07-17,4339220
2016-04-03,741479
2013-03-17,64636
2014-03-26,3075160
2015-05-15,1511332
2013-12-06,194983
