Global rank,Global rank preyear,Company,Country,Sector,Market value $m,Turnover $m,Net income $m,Total assets $m,Employees,Price $,P/e ratio,Dividend yield (%),Year End ,Country code,Sector code
1,1,Apple,US,Technology hardware & equipment,724773.1,182795,39510,231839,92600,124.4,19.3,1.5,9/27/2014,0,0
2,2,Exxon Mobil,US,Oil & gas producers,356548.7,364763,32520,349493,75300,85,11.2,3.2,12/31/2014,0,1
3,5,Berkshire Hathaway,US,Nonlife insurance,356510.7,N/R,19872,526186,316000,217500,18,,12/31/2014,0,2
4,4,Google,US,Software & computer services,345849.2,66001,14444,131133,53600,554.7,26.4,,12/31/2014,0,3
5,3,Microsoft,US,Software & computer services,333524.8,86833,22074,172384,128000,40.7,15.5,2.8,6/30/2014,0,3
6,16,PetroChina,China,Oil & gas producers,329715.1,367853.7,17268.6,385177.7,534652,1.1,12.3,3.6,12/31/2014,1,1
7,7,Wells Fargo,US,Banks,279919.7,N/R,23057,1687155,264500,54.4,13.3,2.5,12/31/2014,0,4
8,6,Johnson & Johnson,US,Pharmaceuticals & biotechnology,279723.9,74331,16323,127723,126500,100.6,17.6,2.7,12/28/2014,0,5
9,21,Industrial & Commercial Bank of China,China,Banks,275389.1,N/R,44441.4,3316892.5,462282,0.7,5.7,5.4,12/31/2014,1,4
10,14,Novartis,Switzerland,Pharmaceuticals & biotechnology,267897,49550.7,9432.7,117393.4,133413,99,25.4,2.6,12/31/2014,2,5
11,25,China Mobile,Hong Kong,Mobile telecommunications,267252.3,103977,17713.8,205592.5,241550,13.1,15,2.9,12/31/2014,3,6
12,10,Wal-Mart Stores,US,General retailers,265107.3,485651,16363,203706,2200000,82.3,16.3,2.3,1/31/2015,0,7
13,8,General Electric,US,General industrials,249774.4,148589,15212,645808,305000,24.8,16.5,3.6,12/31/2014,0,8
14,11,Nestle,Switzerland,Food producers,243701.8,92165.3,14543.3,132185.6,339000,75.6,16.6,2.9,12/31/2014,2,9
15,23,Toyota Motor,Japan,Automobiles & parts,238924.8,248954.6,17666,400235.1,338875,69.9,12.5,2.3,3/31/2014,4,10
16,9,Roche,Switzerland,Pharmaceuticals & biotechnology,237747.6,47748.7,9388.4,73251.8,88509,276,25,2.9,12/31/2014,2,5
17,13,JP Morgan Chase,US,Banks,225861.1,N/R,21218,2573126,241359,60.6,11.5,2.6,12/31/2014,0,4
18,17,Procter & Gamble,US,Household goods & home construction,221279.6,83062,11643,144266,118000,81.9,20.9,3,6/30/2014,0,11
19,18,Samsung Electronics,South Korea,Leisure goods,214039.7,188475.9,21097.4,206469.3,99927,1298.8,9.3,1.4,12/31/2014,5,12
20,19,Pfizer,US,Pharmaceuticals & biotechnology,213621.9,49605,9134,167730,78300,34.8,24.7,3,12/31/2014,0,5
21,29,China Construction Bank,China,Banks,209139.8,N/R,36710.3,2691627.3,493583,0.8,5.5,6,12/31/2014,1,4
22,22,Verizon Communications,US,Fixed line telecommunications,198035.3,127079,9625,232708,177300,48.6,20.1,4.4,12/31/2014,0,13
23,15,Chevron,US,Oil & gas producers,197381.3,191755,19241,262429,64700,105,10.4,4,12/31/2014,0,1
24,52,Bank of China,China,Banks,197225.6,N/R,27326.8,2453420,308128,0.6,5.8,5.2,12/31/2014,1,4
25,32,Anheuser-Busch InBev,Belgium,Beverages,196554.3,43098.8,8439.7,141492,154029,122.2,23.6,3,12/31/2014,6,14
26,12,Royal Dutch Shell,UK,Oil & gas producers,192134.9,385634.5,13621.1,344985,94000,29.8,13.8,6.2,12/31/2014,7,1
27,38,Agricultural Bank of China,China,Banks,189297.4,N/R,28916.6,2561243.9,493583,0.5,5.5,6.1,12/31/2014,1,4
28,27,Oracle,US,Software & computer services,188438.8,38275,10955,89507,122000,43.2,18.1,1.1,5/31/2014,0,3
29,49,Facebook,US,Software & computer services,183860.1,12466,2925,40184,9199,82.2,74.7,,12/31/2014,0,3
30,39,Walt Disney,US,Media,178267.1,48813,7501,84186,180000,104.9,24.6,0.8,9/27/2014,0,15
31,42,Tencent,Hong Kong,Software & computer services,177960.6,12718.3,3836.5,27528.1,27690,19,45.2,0.3,12/31/2014,3,3
32,31,Coca-Cola,US,Beverages,177142.3,46052,7098,92023,129200,40.6,25.3,3,12/31/2014,0,14
33,35,Amazon.com,US,General retailers,172797.3,88988,-241,54505,154100,372.1,,,12/31/2014,0,7
34,26,AT&T,US,Fixed line telecommunications,169458.8,132447,6224,292829,253000,32.7,27.4,5.7,12/31/2014,0,13
35,24,HSBC,UK,Banks,164249.6,N/R,12953.9,2627024,257603,8.5,13.1,5.8,12/31/2014,7,4
36,33,Merck,US,Pharmaceuticals & biotechnology,163139.3,42237,11920,98335,70000,57.5,14.1,3.1,12/31/2014,0,5
37,28,Bank of America,US,Banks,161908.8,N/R,4833,2104534,224000,15.4,42.8,0.8,12/31/2014,0,4
38,20,IBM,US,Software & computer services,158642,92793,12022,112724,379592,160.5,13.5,2.6,12/31/2014,0,3
39,131,China Life Insurance,China,Life insurance,157029.7,N/R,5190.2,361823.1,103123,4.4,24.3,1.4,12/31/2014,1,16
40,37,Citigroup,US,Banks,156359.8,N/R,7202,1842530,241000,51.5,23.4,0.1,12/31/2014,0,4
41,59,Home Depot,US,General retailers,148533.1,83176,6345,39895,371000,113.6,24.1,1.7,1/2/2015,0,7
42,46,Intel,US,Technology hardware & equipment,148094.7,55870,11704,91334,106700,31.3,13.5,2.9,12/27/2014,0,0
43,60,Gilead Sciences,US,Pharmaceuticals & biotechnology,145532.9,24890,12101,34428,7000,98.1,13.4,,12/31/2014,0,5
44,44,Comcast,US,Media,142798.5,68775,8380,159339,139000,56.5,17.6,1.6,12/31/2014,0,15
45,47,PepsiCo,US,Beverages,141742.7,66683,6513,70509,271000,95.6,22.4,2.6,12/27/2014,0,14
46,56,Cisco Systems,US,Technology hardware & equipment,140507.8,47142,7853,103434,74042,27.5,18.5,2.6,7/26/2014,0,0
47,40,Sanofi,France,Pharmaceuticals & biotechnology,130260,41244.3,5308.3,111888.8,113496,98.7,24.4,3.5,12/31/2014,8,5
48,61,Visa,US,Financial services,128455.3,N/R,5421,38561,7000,65.4,30.4,0.2,9/30/2014,0,17
49,50,Volkswagen,Germany,Automobiles & parts,124335.3,244810.2,13117.3,417570.8,592586,257.5,9.7,2.3,12/31/2014,9,10
50,57,Bayer,Germany,Chemicals,124157.7,51075,4142.7,81321.7,118888,150.1,30,1.8,12/31/2014,9,18
51,30,BHP Billiton,Australia/UK,Mining,122335.4,69372.1,14277.8,145017.6,47044,23.7,8.8,5.2,6/30/2014,10,19
52,80,Amgen,US,Pharmaceuticals & biotechnology,121303.9,20063,5158,69009,17900,159.9,23.9,1.5,12/31/2014,0,5
53,67,Taiwan Semiconductor Manufacturing,Taiwan,Technology hardware & equipment,120577.1,24112.3,8341.8,47096,43591,4.7,14.5,3,12/31/2014,11,0
54,285,Actavis,US,Pharmaceuticals & biotechnology,120536.1,13062.3,-1630.5,52421.7,21600,297.6,,,12/31/2014,0,5
55,74,Sinopec,China,Oil & gas producers,119104.8,433310.2,7642.4,232734.4,358571,0.8,11.4,3.8,12/31/2014,1,1
56,51,Unilever,Netherlands/UK,Personal goods,118902.5,58568.3,6257.6,56819.8,173000,41.8,19,3.3,12/31/2014,12,20
57,34,Total,France,Oil & gas producers,118541.9,194159.3,3886.5,225719,100307,49.7,29.1,5.9,12/31/2014,8,1
58,36,BP,UK,Oil & gas producers,118345.6,334605.9,3577.3,281995.6,84500,6.5,34.1,6,12/31/2014,7,1
59,88,CVS Caremark,US,Food & drug retailers,117170.8,139367,4644,74252,217800,103.2,26,1.1,12/31/2014,0,21
60,43,Philip Morris International,US,Tobacco,116693.1,29767,7459,35187,82500,75.3,15.8,5.2,12/31/2014,0,22
61,55,Commonwealth Bank of Australia,Australia,Banks,115688.2,N/R,8142.5,746102,44329,71.4,14.2,5.3,6/30/2014,13,4
62,41,Qualcomm,US,Technology hardware & equipment,114380.5,26487,7967,47400,31300,69.3,14.9,2.2,9/28/2014,0,0
63,172,Ping An Insurance,China,Life insurance,113119,N/R,6329,639758.6,235999,12,15,1,12/31/2014,1,16
64,68,Novo Nordisk,Denmark,Pharmaceuticals & biotechnology,112977.6,14428.3,4302.4,11643.1,40957,53.5,32.6,1.5,12/31/2014,14,5
65,100,UnitedHealth Group,US,Health care equipment & services,112812.6,130474,5619,85826,170000,118.3,20.8,1.2,12/31/2014,0,23
66,45,GlaxoSmithKline,UK,Pharmaceuticals & biotechnology,111649.6,35834.8,4292.8,59132.3,98702,23,25.8,5.4,12/31/2014,7,5
67,144,Medtronic,US,Health care equipment & services,111140.9,17005,3065,37643,49000,78,25.8,1.4,4/25/2014,0,23
68,93,Bristol Myers Squibb,US,Pharmaceuticals & biotechnology,107500.1,15879,2004,32834,25000,64.5,53.8,2.2,12/31/2014,0,5
69,48,Schlumberger,US,Oil equipment & services,106628.4,48631,5438,66904,120000,83.4,20.1,1.9,12/31/2014,0,24
70,62,United Technologies,US,Aerospace & defence,106470.3,65100,6220,89795,211000,117.2,17.2,2,12/31/2014,0,25
71,58,Banco Santander,Spain,Banks,105960.3,N/R,7032.7,1504392,185405,7.5,13.2,8.8,12/31/2014,15,4
72,81,Boeing,US,Aerospace & defence,105032.2,90762,5440,92622,165500,150.1,20.3,2.1,12/31/2014,0,25
73,87,3M,US,General industrials,104795.4,31821,4956,30380,89800,165,22,2.1,12/31/2014,0,8
74,66,Daimler,Germany,Automobiles & parts,103741,157039.9,8418.4,224318.1,279972,97,12.3,3.1,12/31/2014,9,10
75,71,L'Oreal,France,Personal goods,103279.4,27245.5,5937.4,37756.7,78611,184,17.9,1.8,12/31/2014,8,20
76,79,Inditex,Spain,General retailers,100013.2,22539.1,3203.5,17825.6,128313,32.1,31.2,0.4,1/31/2014,15,7
77,115,Biogen Idec,US,Pharmaceuticals & biotechnology,99063.5,9703.3,2934.8,14316.6,7550,422.2,34.1,,12/31/2014,0,5
78,109,Altria Group,US,Tobacco,98505.2,17945,5058,34475,9000,50,19.5,4,12/31/2014,0,22
79,63,British American Tobacco,UK,Tobacco,96536.7,21761.7,4852,40274.1,90118,51.8,19.8,4.5,12/31/2014,7,22
80,95,Mastercard,US,Financial services,96001.8,N/R,3617,15233,10300,86.4,28,0.6,12/31/2014,0,17
81,94,Union Pacific,US,Industrial transportation,95451.8,23988,5180,52716,47201,108.3,18.8,1.8,12/31/2014,0,26
82,70,Westpac Banking,Australia,Banks,93870.4,N/R,6606.3,673179.7,36373,30.1,14.1,5.3,9/30/2014,13,4
83,73,McDonald's,US,Travel & leisure,93651.4,27441.3,4757.8,34281.4,420000,97.4,20.2,3.4,12/31/2014,0,27
84,97,Abbvie,US,Pharmaceuticals & biotechnology,93204.1,19960,1774,27547,26000,58.5,53.2,2.8,12/31/2014,0,5
85,138,Walgreen,US,Food & drug retailers,92298.9,76392,1932,37187,251000,84.7,42.3,1.5,8/31/2014,0,21
86,166,Celgene,US,Pharmaceuticals & biotechnology,92292,7670.4,1999.9,17340.1,6012,115.3,48.2,,12/31/2014,0,5
87,65,Basf,Germany,Chemicals,91489.5,89874.3,6233.4,83634.8,113292,99.6,14.7,3.4,12/31/2014,9,18
88,54,Ambev,Brazil,Beverages,90732.6,14326.4,4539.3,26617.8,51871,5.8,19.9,2.8,12/31/2014,16,14
89,314,Kinder Morgan,US,Oil equipment & services,90622.5,16190,1026,77547,11535,42.1,46.7,4.1,12/31/2014,0,24
90,53,Siemens,Germany,General industrials,90196.5,90808.4,6784.1,128213.8,343000,108,13.4,3.9,9/30/2014,9,8
91,82,LVMH,France,Personal goods,89497.4,37047.2,6829.5,62788.4,121289,176.3,12.9,2.2,12/31/2014,8,20
92,69,SAP,Germany,Software & computer services,88793.3,21233.4,3966.1,46133,74406,72.3,21.8,1.8,12/31/2014,9,3
93,104,Mitsubishi UFJ Financial,Japan,Banks,87866.4,N/R,9543.2,2500032.5,106141,6.2,9.4,2.6,3/31/2014,4,4
94,77,Royal Bank Canada,Canada,Banks,86842.8,N/R,7905.9,832445.9,78000,60.2,11.3,4.2,10/31/2014,17,4
95,98,AstraZeneca,UK,Pharmaceuticals & biotechnology,86763.1,24695.5,1166.9,57375.9,57500,68.7,73.8,4,12/31/2014,7,5
96,72,Vodafone Group,UK,Mobile telecommunications,86760.2,63910.1,98756.9,168722,92812,3.3,3.6,7,3/31/2014,7,6
97,101,SabMiller,UK,Beverages,84939.6,17430.1,3528,53636.1,69947,52.6,23.8,2,3/31/2014,7,14
98,116,Deutsche Telekom,Germany,Mobile telecommunications,83314,75765.4,3535.7,150170.5,227811,18.4,23.3,3.3,12/31/2014,9,6
99,89,Lloyds Banking Group,UK,Banks,82941,N/R,1848.9,1325155.3,84490,1.2,38.7,0.9,12/31/2014,7,4
100,110,Goldman Sachs,US,Financial services,81883.6,N/R,8477,851059,34000,188,11,1.2,12/31/2014,0,17
101,113,Honeywell International,US,General industrials,81427.3,40306,4239,45047,127000,104.3,19.6,1.8,12/31/2014,0,8
102,132,Eli Lilly,US,Pharmaceuticals & biotechnology,80714.4,19615.6,2390.5,37178.2,39135,72.7,32.6,2.7,12/31/2014,0,5
103,99,BMW,Germany,Automobiles & parts,80263.3,97220.1,7010.9,184694.1,116324,125,11.7,2.8,12/31/2014,9,10
104,125,Tata Consultancy Services,India,Software & computer services,79935.9,13629.4,3192.7,11115.2,300464,40.8,24.9,1.3,3/31/2014,18,3
105,76,American Express,US,Financial services,79617.9,N/R,5839,156993,54000,78.1,14.1,1.3,12/31/2014,0,17
106,106,Allianz,Germany,Nonlife insurance,79417.8,N/R,7522.4,954296.4,147425,173.8,10.5,4.8,12/31/2014,9,2
107,91,Toronto-Dominion Bank,Canada,Banks,79165.7,N/R,6899.7,836497.3,81137,42.8,11.6,3.8,10/31/2014,17,4
108,103,US Bancorp,US,Banks,77784.5,N/R,5826,402529,66750,43.7,14.2,2.2,12/31/2014,0,4
109,96,ANZ Banking,Australia,Banks,77424.4,N/R,6361.3,675130.7,50328,28,12,5.6,9/30/2014,13,4
110,64,Rio Tinto,Australia/UK,Mining,77074.5,45107.7,6177,104286.8,59775,41.2,12.3,5.1,12/31/2014,10,19
111,92,ConocoPhillips,US,Oil & gas producers,76670.7,52464,6869,116539,19100,62.3,11.3,4.6,12/31/2014,0,1
112,165,AIA Group,Hong Kong,Life insurance,75815.8,N/R,3450.3,165251.9,20000,6.3,21.7,1,11/30/2014,3,16
113,75,BNP Paribas,France,Banks,75696.8,N/R,189.8,2503748.8,187903,60.8,,3,12/31/2014,8,4
114,114,American International Group,US,Nonlife insurance,74183.9,N/R,7529,496242,65000,54.8,10.5,0.9,12/31/2014,0,2
115,199,Lowe's Companies,US,General retailers,71414.3,56223,2682,31827,266000,74.4,27.5,1.2,1/30/2015,0,7
116,107,National Australia Bank,Australia,Banks,71303.9,N/R,4475.1,771376.5,42853,29.5,15.2,5.9,9/30/2014,13,4
117,120,Twenty-First Century Fox,US,Media,71181.8,31867,4514,54793,27000,33.8,17,0.7,6/30/2014,0,15
118,127,NTT DoCoMo,Japan,Mobile telecommunications,71051.7,43229.1,4503.2,70141.4,23890,17.4,16,3.3,3/31/2014,4,6
119,170,Starbucks,US,Travel & leisure,71006,16447.8,2068.1,9849.6,191000,94.7,69.6,0.3,9/28/2014,0,27
120,146,Morgan Stanley,US,Financial services,70545.3,N/R,3409,801510,55802,35.7,22.3,1,12/31/2014,0,17
121,102,UBS,Switzerland,Banks,70519.7,N/R,3486.9,1057768.6,60155,18.9,20.1,2.7,12/31/2014,2,4
122,210,Bank of Communications,China,Banks,70487,N/R,10610.4,1007420.5,93658,0.9,6.1,4.7,12/31/2014,1,4
123,117,Telefonica,Spain,Fixed line telecommunications,70326.6,60915.4,3402.7,139579.2,123700,14.2,19.2,5.7,12/31/2014,15,13
124,162,Time Warner,US,Media,70129.3,27359,3813,63259,25600,84.4,19.5,1.5,12/31/2014,0,15
125,143,Nippon Telegraph & Telephone,Japan,Fixed line telecommunications,70111.7,105864.9,5673.2,190151.2,239756,61.7,12.5,2.7,3/31/2014,4,13
126,119,eBay,US,General retailers,69945.6,17902,46,45132,34600,57.7,,,12/31/2014,0,7
127,157,Abbott Laboratories,US,Pharmaceuticals & biotechnology,69910.9,20247,2284,39725,77000,46.3,30.9,1.9,12/31/2014,0,5
128,85,Softbank,Japan,Mobile telecommunications,69882.1,64599.9,5107,160003.9,70336,58.2,13.5,0.7,3/31/2014,4,6
129,105,Diageo,UK,Beverages,69404.9,17535,3842.7,38834.2,26588,27.6,18,3.2,6/30/2014,7,14
130,182,Nike,US,Personal goods,68620.7,27799,2693,16975,56500,100.3,33.8,0.9,5/31/2014,0,20
131,126,United Parcel Service,US,Industrial transportation,68085.1,58232,3032,34819,270000,96.9,29.6,2.8,12/31/2014,0,26
132,226,Valeant Pharmaceuticals International,Canada,Pharmaceuticals & biotechnology,67339,7878.5,870.9,26298.9,16800,197.6,75.7,,12/31/2014,17,5
133,201,Costco Wholesale,US,General retailers,66653.9,112640,2058,33024,195000,151.5,32.6,0.9,8/31/2014,0,7
134,145,E I Du Pont de Nemours,US,Chemicals,64709.9,34906,3625,46225,63000,71.5,18.2,2.6,12/31/2014,0,18
135,215,Naspers,South Africa,Media,64697.6,5955.4,546,12117.5,22557,154.3,,0.3,3/31/2014,19,15
136,183,Lockheed Martin,US,Aerospace & defence,64192.5,45600,3614,33060,112000,203,18.1,2.7,12/31/2014,0,25
137,78,Saudi Basic Industries,Saudi Arabia,Chemicals,63940.8,50138.4,6222.5,90515.9,40000,21.3,10.3,6.9,12/31/2014,20,18
138,121,BBVA,Spain,Banks,63794,N/R,3165.7,749112.6,109239,10.1,19.1,4.4,12/31/2014,15,4
139,175,Prudential,UK,Life insurance,63738,N/R,3451.7,559612.9,23047,24.8,18.3,2.3,12/31/2014,7,16
140,139,Japan Tobacco,Japan,Tobacco,63381.3,23980.8,4140.6,38237.5,51341,31.7,16.3,2.9,12/31/2014,4,22
141,163,Express Scripts,US,Health care equipment & services,63237.3,100887.1,2007.6,53798.9,29500,86.8,32.9,,12/31/2014,0,23
142,129,CNOOC,Hong Kong,Oil & gas producers,63115.3,44517.4,9758.1,105859.5,21046,1.4,6.4,5,12/31/2014,3,1
143,245,China Merchants Bank,China,Banks,63023.8,N/R,9008.9,760781.4,75109,2.4,6.8,4.5,12/31/2014,1,4
144,148,Ford Motor,US,Automobiles & parts,63010.7,144077,3187,194888,187000,16.1,20.2,3.1,12/31/2014,0,10
145,84,Eni,Italy,Oil & gas producers,62954.9,132825.9,1561.1,170466.8,84405,17.3,40.3,7.9,12/31/2014,21,1
146,156,Colgate-Palmolive,US,Personal goods,62880,17277,2180,13383,37700,69.3,29.4,2,12/31/2014,0,20
147,212,China Shenhua Energy,China,Mining,62119.2,40018.3,6234,86503.5,92738,2.6,8.2,4.7,12/31/2014,1,19
148,160,Reckitt Benckiser,UK,Household goods & home construction,61656.4,13763.2,5020.2,24042,37200,86.1,12.4,2.5,12/31/2014,7,11
149,140,Axa,France,Nonlife insurance,61520.4,N/R,5706.2,990202.1,96279,25.2,10.7,4.6,12/31/2014,8,2
150,187,Simon Property Group,US,Real estate investment trusts,61493.9,N/R,1408.6,29532.3,5250,195.6,43.3,2.6,12/31/2014,0,28
151,184,KDDI,Japan,Mobile telecommunications,61042.8,41992.9,3120.6,47155.8,27073,22.7,17.6,0.6,3/31/2014,4,6
152,123,Bank of Nova Scotia,Canada,Banks,60687.1,N/R,6274.2,713311.2,86932,50.2,9.9,4.5,10/31/2014,17,4
153,180,Blackrock,US,Financial services,60511.8,N/R,3294,239808,12200,365.8,19,2.1,12/31/2014,0,17
154,142,Priceline.com,US,Travel & leisure,60465,8442,2421.8,14940.6,12700,1164.2,25.5,,12/31/2014,0,27
155,173,General Motors,US,Automobiles & parts,60388.7,155929,3949,152263,216000,37.5,22.7,3.2,12/31/2014,0,10
156,202,Teva Pharmaceutical,Israel,Pharmaceuticals & biotechnology,60038.5,18664,2812.7,46420,43009,62.8,19,2,12/31/2014,22,5
157,181,Danaher,US,General industrials,60034.1,19913.8,2598.4,36991.7,71000,84.9,23.4,0.5,12/31/2014,0,8
158,191,Texas Instruments,US,Technology hardware & equipment,59880.8,13045,2777,17550,31003,57.2,22.3,2.2,12/31/2014,0,0
159,135,Barclays,UK,Banks,59431.5,N/R,-271,2108682.1,132300,3.6,,2.8,12/31/2014,7,4
160,141,Hennes & Mauritz,Sweden,General retailers,59195.3,20297.7,2677.8,9833.9,93351,40.5,25,3.2,11/30/2014,23,7
161,159,Mondelez International,US,Food producers,59181,34244,2184,66815,104000,36.1,28.2,1.6,12/31/2014,0,9
162,167,Hutchison Whampoa,Hong Kong,General industrials,59168.8,35100.6,8661.1,111460,280000,13.9,6.8,2.2,12/31/2014,3,8
163,134,Honda Motor,Japan,Automobiles & parts,58953.6,114753.4,5563.1,151377.5,198561,32.6,10.5,2.5,3/31/2014,4,10
164,161,Telstra,Australia,Fixed line telecommunications,58935.2,23886.9,4033,37125.6,31931,4.8,15.1,5.8,6/30/2014,13,13
165,193,Accenture,US,Support services,58673.8,31874.7,2941.5,16778.4,305000,93.7,20.7,2,8/31/2014,0,29
166,112,Itau Unibanco,Brazil,Banks,58391.1,N/R,8109.4,412365,93175,11.1,7.5,3.2,12/31/2014,16,4
167,171,Intesa Sanpaolo,Italy,Banks,56781.5,N/R,1512.7,767856.2,89486,3.4,37.8,2.4,12/31/2014,21,4
168,147,Hewlett-Packard,US,Technology hardware & equipment,56635.1,111454,5013,102466,302000,31.2,11.9,2,10/31/2014,0,0
169,155,Metlife,US,Life insurance,56577.5,N/R,6309,902337,68000,50.6,9.3,2.6,12/31/2014,0,16
170,83,Gazprom,Russia,Oil & gas producers,56569.8,95924.6,2739.6,261507.8,450000,2.4,19.9,,12/31/2014,24,1
171,174,ING,Netherlands,Banks,56545.6,N/R,605.8,1199167,68431,14.7,22.5,1,12/31/2014,25,4
172,86,Statoil,Norway,Oil & gas producers,56499.9,81189.8,2930.2,130254.3,22516,17.7,19.3,5.4,12/31/2014,26,1
173,,Citic Securities,China,Financial services,56453.9,N/R,1826.8,76863.9,13209,3.7,24.7,1.3,12/31/2014,1,17
174,366,Industrial Bank,China,Banks,56423.2,N/R,7651,710184,50214,3,7.4,3,12/31/2014,1,4
175,108,Occidental Petroleum,US,Oil & gas producers,56251.3,19442,1543,56259,11700,73,,3.9,12/31/2014,0,1
176,128,Glencore,UK,Mining,55505.2,209216.7,2184.2,150537.8,181349,4.2,24.9,3.8,12/31/2014,7,19
177,158,Dow Chemical,US,Chemicals,55274,58167,3745,66661,53000,48,16.7,3.2,12/31/2014,0,18
178,197,BT Group,UK,Fixed line telecommunications,54437.1,30478.4,3363.3,39063.4,87800,6.5,15.1,2.8,3/31/2014,7,13
179,154,Monsanto,US,Food producers,54389,15848,2740,21531,22400,112.5,21.6,1.6,8/31/2014,0,9
180,195,Duke Energy,US,"Gas, water & multiutilities",54361.5,23925,1883,120709,28344,76.8,28.9,4.1,12/31/2014,0,30
181,149,Sumitomo Mitsui Financial,Japan,Banks,54257,N/R,8094.6,1563590.1,66475,38.4,6.5,3,3/31/2014,4,4
182,211,Canadian National Railway,Canada,Industrial transportation,54048.2,10442.4,2725.5,27359.9,25530,67,20.1,1.3,12/31/2014,17,26
183,207,Thermo Fisher Scientific,US,Health care equipment & services,53303.8,16889.6,1894.4,42852.1,51000,134.3,28.5,0.4,12/31/2014,0,23
184,246,McKesson,US,Food & drug retailers,52669.4,137609,1263,51759,42800,226.2,41.7,0.4,3/31/2014,0,21
185,268,Target,US,General retailers,52667.5,72618,-1636,41404,347000,82.1,,2.4,1/31/2015,0,7
186,236,Fanuc,Japan,Industrial engineering,52425.2,4370,1074.9,13022.4,5469,218.9,39.8,0.8,3/31/2014,4,31
187,315,Kraft Foods Group,US,Food producers,51234.7,18205,1038,22947,22100,87.1,50.1,2.5,12/27/2014,0,9
188,308,China Minsheng Banking,China,Banks,51057.2,N/R,7177.7,645063.3,59659,1.2,5.8,2.5,12/31/2014,1,4
189,168,Airbus,France,Aerospace & defence,50953.8,73413.6,2833.1,109292.6,138622,64.9,17.9,2.2,12/31/2014,8,25
190,214,Singapore Telecom,Singapore,Mobile telecommunications,50909.1,13392.7,2903,30597.3,22000,3.2,17.7,4.1,3/31/2014,27,6
191,218,Zurich Financial Services,Switzerland,Nonlife insurance,50751.8,N/R,3598.5,388419.5,54551,339,13.9,5,12/31/2014,2,2
192,169,EMC,US,Technology hardware & equipment,50527.6,24440,2714,45885,70000,25.6,19.4,1.7,12/31/2014,0,0
193,176,EOG Resources,US,Oil & gas producers,50288.8,17527.8,2915.5,34762.7,3000,91.7,17.2,0.8,12/31/2014,0,1
194,164,Nordea Bank,Sweden,Banks,49449.9,N/R,3890.6,809204.3,29400,12.2,12.7,6.1,12/31/2014,23,4
195,153,ABB,Switzerland,Industrial engineering,49165.7,37152.4,2395.6,44367.2,140400,21.2,20.2,2.6,12/31/2014,2,31
196,330,China Citic Bank,China,Banks,49087,N/R,6556.7,665386,50735,0.8,5.4,,12/31/2014,1,4
197,213,PNC Financial Services,US,Banks,48549.1,N/R,4173,345072,53587,93.2,12.8,2,12/31/2014,0,4
198,137,Caterpillar,US,Industrial engineering,48511.5,55184,3695,83277,114233,80,13.6,3.4,12/31/2014,0,31
199,232,TJX Cos,US,General retailers,48257.4,29078.4,2215.1,11103.8,198000,70.1,21.8,1,1/31/2015,0,7
200,220,Henkel,Germany,Chemicals,48145.6,19864.6,1968.6,24332.5,49750,104.4,23,1.5,12/31/2014,9,18
201,130,GDF Suez,France,"Gas, water & multiutilities",48136.4,90309.6,2950.4,198700.2,147400,19.8,15.8,6.1,12/31/2014,8,30
